# Solvent params for SGB 

# residue  PDBatomName radNpSGB radNpType SGBNpGamma  SGBNpType

tyrb _O__  1.6780   1.4800   0.010478200   0.635855300
tyre _CA_  1.9750   1.7500   0.000085900  -0.754493700
tyre _CB_  1.9750   1.7500   0.000085900  -0.754493700
tyre _CD1  2.0020   1.7750  -0.026970600   0.118943300
tyre _CD2  2.0020   1.7750  -0.026970600   0.118943300
tyre _CE1  2.0020   1.7750  -0.026970600   0.118943300
tyre _CE2  2.0020   1.7750  -0.026970600   0.118943300
tyre _CG_  2.0020   1.7750  -0.026970600   0.118943300
tyre _CZ_  2.0020   1.7750  -0.026970600   0.118943300
tyre _C__  2.1120   1.8750  -0.026933700  -0.722204000
tyre _HA_  1.4250   1.2500   0.008394800   0.285390400
tyre _HB2  1.4250   1.2500   0.008394800   0.285390400
tyre _HB3  1.4250   1.2500   0.008394800   0.285390400
tyre _HD1  1.3810   1.2100   0.048476300  -0.590796200
tyre _HD2  1.3810   1.2100   0.048476300  -0.590796200
tyre _HE1  1.3810   1.2100   0.048476300  -0.590796200
tyre _HE2  1.3810   1.2100   0.048476300  -0.590796200
tyre _HH_  0.9960   0.8600   0.079817800  -1.129220000
tyre _H__  0.9960   0.8600   0.079817800  -1.129220000
tyre _N__  1.9200   1.7000   0.168599800  -5.228863800
tyre _OH_  1.7660   1.5600   0.009360800   0.302472000
tyre _OXT  1.6780   1.4800  -0.350477400  15.005156000
tyre _O__  1.6780   1.4800  -0.350477400  15.005156000
tyrz _CA_  1.9750   1.7500   0.000085900  -0.754493700
tyrz _CB_  1.9750   1.7500   0.000085900  -0.754493700
tyrz _CD1  2.0020   1.7750  -0.026970600   0.118943300
tyrz _CD2  2.0020   1.7750  -0.026970600   0.118943300
tyrz _CE1  2.0020   1.7750  -0.026970600   0.118943300
tyrz _CE2  2.0020   1.7750  -0.026970600   0.118943300
tyrz _CG_  2.0020   1.7750  -0.026970600   0.118943300
tyrz _CZ_  2.0020   1.7750  -0.026970600   0.118943300
tyrz _C__  2.1120   1.8750  -0.026933700  -0.722204000
tyrz _H1_  0.9960   0.8600   0.079817800  -1.129220000
tyrz _H2_  0.9960   0.8600   0.079817800  -1.129220000
tyrz _H3_  0.9960   0.8600   0.079817800  -1.129220000
tyrz _HA_  1.4250   1.2500   0.008394800   0.285390400
tyrz _HB2  1.4250   1.2500   0.008394800   0.285390400
tyrz _HB3  1.4250   1.2500   0.008394800   0.285390400
tyrz _HD1  1.3810   1.2100   0.048476300  -0.590796200
tyrz _HD2  1.3810   1.2100   0.048476300  -0.590796200
tyrz _HE1  1.3810   1.2100   0.048476300  -0.590796200
tyrz _HE2  1.3810   1.2100   0.048476300  -0.590796200
tyrz _HH_  0.9960   0.8600   0.079817800  -1.129220000
tyrz _N__  2.1000   1.6250  -0.100907100   4.805719700
tyrz _OH_  1.7660   1.5600   0.009360800   0.302472000
tyrz _OXT  1.6780   1.4800  -0.350477400  15.005156000
tyrz _O__  1.6780   1.4800  -0.350477400  15.005156000
val  HG11  1.4250   1.2500   0.008394800   0.285390400
val  HG12  1.4250   1.2500   0.008394800   0.285390400
val  HG13  1.4250   1.2500   0.008394800   0.285390400
val  HG21  1.4250   1.2500   0.008394800   0.285390400
val  HG22  1.4250   1.2500   0.008394800   0.285390400
val  HG23  1.4250   1.2500   0.008394800   0.285390400
val  _CA_  1.9750   1.7500   0.000085900  -0.754493700
val  _CB_  1.9750   1.7500   0.000085900  -0.754493700
val  _CG1  1.9750   1.7500   0.000085900  -0.754493700
val  _CG2  1.9750   1.7500   0.000085900  -0.754493700
val  _C__  2.1120   1.8750  -0.026933700  -0.722204000
val  _HA_  1.4250   1.2500   0.008394800   0.285390400
val  _HB_  1.4250   1.2500   0.008394800   0.285390400
val  _H__  0.9960   0.8600   0.079817800  -1.129220000
val  _N__  1.9200   1.7000   0.168599800  -5.228863800
val  _O__  1.6780   1.4800   0.010478200   0.635855300
valb HG11  1.4250   1.2500   0.008394800   0.285390400
valb HG12  1.4250   1.2500   0.008394800   0.285390400
valb HG13  1.4250   1.2500   0.008394800   0.285390400
valb HG21  1.4250   1.2500   0.008394800   0.285390400
valb HG22  1.4250   1.2500   0.008394800   0.285390400
valb HG23  1.4250   1.2500   0.008394800   0.285390400
valb _CA_  1.9750   1.7500   0.000085900  -0.754493700
valb _CB_  1.9750   1.7500   0.000085900  -0.754493700
valb _CG1  1.9750   1.7500   0.000085900  -0.754493700
valb _CG2  1.9750   1.7500   0.000085900  -0.754493700
valb _C__  2.1120   1.8750  -0.026933700  -0.722204000
valb _H1_  0.9960   0.8600   0.079817800  -1.129220000
valb _H2_  0.9960   0.8600   0.079817800  -1.129220000
valb _H3_  0.9960   0.8600   0.079817800  -1.129220000
valb _HA_  1.4250   1.2500   0.008394800   0.285390400
valb _HB_  1.4250   1.2500   0.008394800   0.285390400
valb _N__  2.1000   1.6250  -0.100907100   4.805719700
valb _O__  1.6780   1.4800   0.010478200   0.635855300
vale HG11  1.4250   1.2500   0.008394800   0.285390400
vale HG12  1.4250   1.2500   0.008394800   0.285390400
vale HG13  1.4250   1.2500   0.008394800   0.285390400
vale HG21  1.4250   1.2500   0.008394800   0.285390400
vale HG22  1.4250   1.2500   0.008394800   0.285390400
vale HG23  1.4250   1.2500   0.008394800   0.285390400
vale _CA_  1.9750   1.7500   0.000085900  -0.754493700
vale _CB_  1.9750   1.7500   0.000085900  -0.754493700
vale _CG1  1.9750   1.7500   0.000085900  -0.754493700
vale _CG2  1.9750   1.7500   0.000085900  -0.754493700
vale _C__  2.1120   1.8750  -0.026933700  -0.722204000
vale _HA_  1.4250   1.2500   0.008394800   0.285390400
vale _HB_  1.4250   1.2500   0.008394800   0.285390400
vale _H__  0.9960   0.8600   0.079817800  -1.129220000
vale _N__  1.9200   1.7000   0.168599800  -5.228863800
vale _OXT  1.6780   1.4800  -0.350477400  15.005156000
vale _O__  1.6780   1.4800  -0.350477400  15.005156000
valz HG11  1.4250   1.2500   0.008394800   0.285390400
valz HG12  1.4250   1.2500   0.008394800   0.285390400
valz HG13  1.4250   1.2500   0.008394800   0.285390400
valz HG21  1.4250   1.2500   0.008394800   0.285390400
valz HG22  1.4250   1.2500   0.008394800   0.285390400
valz HG23  1.4250   1.2500   0.008394800   0.285390400
valz _CA_  1.9750   1.7500   0.000085900  -0.754493700
valz _CB_  1.9750   1.7500   0.000085900  -0.754493700
valz _CG1  1.9750   1.7500   0.000085900  -0.754493700
valz _CG2  1.9750   1.7500   0.000085900  -0.754493700
valz _C__  2.1120   1.8750  -0.026933700  -0.722204000
valz _H1_  0.9960   0.8600   0.079817800  -1.129220000
valz _H2_  0.9960   0.8600   0.079817800  -1.129220000
valz _H3_  0.9960   0.8600   0.079817800  -1.129220000
valz _HA_  1.4250   1.2500   0.008394800   0.285390400
valz _HB_  1.4250   1.2500   0.008394800   0.285390400
valz _N__  2.1000   1.6250  -0.100907100   4.805719700
valz _OXT  1.6780   1.4800  -0.350477400  15.005156000
valz _O__  1.6780   1.4800  -0.350477400  15.005156000
